Forrás_lap	Forrás_sor	Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
IGNIS	99	Parázs-Szilánk	Ige	Ignis	Lángidéző	-	-	3	1	-	-	Okozz 1 sebzést egy ellenséges Entitásnak, majd húzz 1 lapot a paklidból. Reakció (Burst): Ingyen elsüthető.	deal 1 damage to target enemy entity, then draw 1 card	deck	burst	blank	enemy_entity	damage, draw	instant	target_enemy_entity	Egy ellenséges entitásnak 1 sebzést okoz, majd 1 lapot húzol.	elso_koros_gepi_ertelmezes	Egyszerű sebzés + húzás kombináció.
IGNIS	100	Tűz-Örvény	Ige	Ignis	Lángidéző	-	-	4	3	-	-	Okozz 3 sebzést egy ellenséges Entitásnak a Horizonton. Ha az Entitás ebbe belehal, az esetleges túlcsorduló sebzés az adott Áramlatban lévő Pecsétet éri.	deal 3 damage to target enemy Horizont entity; overflow damage hits seal in same lane	horizont, seal_row	blank	blank	enemy_horizont_entity, enemy_seal	damage, seal_damage	instant	target_enemy_entity_on_horizont_and_overflow_to_same_lane_seal	Egy ellenséges Horizont-entitást sebez 3-mal; a túlcsorduló sebzés az adott Áramlat pecsétjét éri.	osszetett_egyedi	Túlcsorduló lane-specifikus pecsétsebzés; áramlatkapcsolat kell hozzá.
IGNIS	101	Perzselő Akarat	Ige	Ignis	Lángidéző	-	-	3	2	-	-	Válassz egy saját Entitást a Zenitben. Kap +2 ATK-t az adott kör végéig, és kényszerítsd, hogy lépjen előre egy üres Horizont mezőre.	target allied Zenit entity gets +2 ATK until end of turn and moves forward to empty Horizont slot	zenit, horizont	blank	blank	own_zenit_entity	atk_mod, move_horizont	until_turn_end	target_must_be_allied_entity_in_zenit_with_empty_front_horizont_slot	Egy saját Zenit-entitás +2 ATK-t kap a kör végéig, majd előrelép egy üres Horizont mezőre.	elso_koros_gepi_ertelmezes	Mozgás + ideiglenes buff egy célpontra.
IGNIS	102	Füstté Válás	Ige	Ignis	Lángidéző	-	-	3	2	-	-	Egy saját Entitásod megkapja a Légies (Ethereal) kulcsszót az adott kör végéig, így fizikai támadással csak más Légies lények blokkolhatják.	target allied entity gains ethereal until end of turn	blank	blank	blank	own_entity	grant_keyword, block_restrict	until_turn_end	target_allied_entity	Egy saját entitás megkapja a Légies kulcsszót a kör végéig.	passziv_vagy_egyszeru	Egyszerű ideiglenes keyword-adás.
IGNIS	103	Lángok Védelme	Ige	Ignis	Lángidéző	-	-	2	1	-	-	Válassz egy saját Entitást. Az adott kör végéig nem kaphat sebzést ellenséges Rituálékból vagy Igékből. Reakció (Burst): Ingyen elsüthető.	target allied entity cannot take damage from enemy spells or rituals until end of turn	blank	burst	blank	own_entity	damage_immunity	until_turn_end	target_allied_entity	Egy saját entitás a kör végéig immunis lesz az ellenséges Rituálék és Igék sebzésére.	elso_koros_gepi_ertelmezes	Egyszerű célzott ideiglenes spell-damage immunity.
IGNIS	104	Pernye-Fátyol	Ige	Ignis	Lángidéző	-	-	2	3	-	-	A kör végéig a Zenitben tartózkodó összes Entitásod immunissá válik az ellenséges kártyák által okozott sebzésre.	all allied Zenit entities become immune to damage from enemy cards until end of turn	zenit	blank	blank	own_zenit_entities	damage_immunity	until_turn_end	target_allied_zenit_entities	Az összes saját Zenit-entitás a kör végéig immunis lesz az ellenséges kártyák okozta sebzésre.	elso_koros_gepi_ertelmezes	Tömeges zenit-védelem ideiglenes sebzésimmunitással.
IGNIS	105	Váratlan Gyulladás	Ige	Ignis	Lángidéző	-	-	3	1	-	-	Egy Kimerült (elforgatott) ellenséges Entitás elszenved 4 sebzést. Reakció (Burst): Ingyen elsüthető.	deal 4 damage to target exhausted enemy entity	blank	burst	blank	enemy_entity	damage	instant	target_enemy_entity_must_be_exhausted	Egy kimerült ellenséges entitás 4 sebzést szenved el.	elso_koros_gepi_ertelmezes	Az exhaust feltétel, nem keyword.
IGNIS	106	Túlterhelt Elme	Jel	Ignis	Lángidéző	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy kártyahatás miatt extra lapot húz a paklijából. Hatás: A laphúzás létrejön, de az ellenfél azonnal elszenved 2 sebzést az egyik Pecsétjébe.	on enemy extra draw from deck caused by card effect: draw still resolves, then enemy takes 2 damage to a seal	deck, seal_row	blank	on_enemy_extra_draw	enemy_seal	seal_damage	instant	draw_must_be_extra_and_caused_by_card_effect	Ha az ellenfél kártyahatás miatt extra lapot húz a paklijából, a húzás létrejön, de azonnal 2 sebzést szenved egy pecsétjébe.	elso_koros_gepi_ertelmezes	Speciális draw-triggeres trap; az extra húzás forrását külön követni kell.
IGNIS	107	Égő Visszhang	Jel	Ignis	Lángidéző	-	-	3	2	-	-	Aktiválás: Amikor az egyik saját Entitásod a Zenitben elpusztul (akár varázslat, akár Áramlat áttörés miatt). Hatás: Az ellenfél Zenitjében álló összes Entitás elszenved 2 sebzést.	when one of your Zenit entities dies: all enemy Zenit entities take 2 damage	zenit	blank	on_death	enemy_zenit_entities	damage	instant	own_destroyed_entity_must_be_in_zenit	Ha egy saját Zenit-entitásod elpusztul, az ellenfél Zenitjében lévő összes entitás 2 sebzést szenved el.	elso_koros_gepi_ertelmezes	Zenit-halál triggeres tömeges sebzés.
IGNIS	108	Lángoló Tükör	Jel	Ignis	Lángidéző	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél egy direkt sebző Rituálét vagy Igét játszik ki az Aeternalod (vagy Pecséted) ellen. Hatás: A sebzést teljes egészében átirányítod az ellenfél Aeternaljára!	when enemy plays a direct damage spell or ritual targeting your Aeternal or seal: redirect all that damage to enemy Aeternal	aeternal, seal_row	blank	on_enemy_spell_target	enemy_aeternal	redirect	instant	enemy_card_must_be_direct_damage_spell_or_ritual_targeting_own_aeternal_or_seal	Ha az ellenfél direkt sebző Rituálét vagy Igét játszik az Aeternalod vagy egy pecséted ellen, a sebzés teljes egészében az ellenfél Aeternaljára terelődik.	osszetett_egyedi	Spell-target reakció és teljes sebzésátirányítás; összetett trap-logika.
IGNIS	109	Védelmező Tűzfal	Jel	Ignis	Lángidéző	-	-	2	1	-	-	Aktiválás: Amikor az ellenfél megtámadja egy Entitásodat a Horizonton. Hatás: A megtámadott Entitásod azonnal kap +3 HP-t (pajzsként) a harc idejére.	when enemy attacks one of your Horizont entities: attacked entity gets +3 HP for this combat	horizont	blank	on_attack_declared	own_horizont_entity	hp_mod	during_combat	target_must_be_own_entity_on_horizont_under_attack	Amikor az ellenfél megtámad egy saját Horizont-entitást, az a harc idejére +3 HP-t kap pajzsként.	elso_koros_gepi_ertelmezes	Egyszerű védelmi combat-trap ideiglenes HP-bónusszal.
IGNIS	110	Kirobbanó Rúna	Jel	Ignis	Lángidéző	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél kijátszik egy Rituálét/Igét. Hatás: Az ellenfél varázslata létrejön, de cserébe egy általa választott saját Entitása azonnal elszenved 3 sebzést.	when enemy plays a spell or ritual: it still resolves, then one chosen allied entity of that enemy takes 3 damage	blank	blank	on_enemy_spell_or_ritual_played	enemy_entity	damage	instant	enemy_must_control_at_least_one_entity	Az ellenfél varázslata létrejön, de egy saját entitása 3 sebzést szenved el.	elso_koros_gepi_ertelmezes	Spell-cast punish trap; a célpontválasztás az ellenfélnél marad.
IGNIS	111	Túlhevült Mana	Jel	Ignis	Lángidéző	-	-	2	3	-	-	Aktiválás: Amikor az ellenfél a körön belül felhúzza a harmadik kártyáját. Hatás: Elszenved 3 sebzést egy Pecsétjébe, és véletlenszerűen el kell dobnia egy lapot a kezéből.	seal damage 3 and random discard when enemy draws their third card in a turn	seal_row, hand	blank	on_enemy_third_draw_in_turn	enemy_seal, enemy_hand	seal_damage, random_discard	instant	trigger_on_third_card_draw_in_same_turn	Ha az ellenfél a körben a harmadik lapját húzza fel, 3 sebzést szenved egy pecsétjébe és véletlenszerűen eldob egy lapot a kezéből.	osszetett_egyedi	Draw-count tracking és random discard kezelés kell hozzá.
IGNIS	112	Visszacsapó Láng	Jel	Ignis	Lángidéző	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél elpusztítja a Zenitben lévő egyik Entitásodat. Hatás: 5 sebzést okoz az ellenfél szabadon választott Entitásának a Horizonton.	when enemy destroys one of your Zenit entities: deal 5 damage to a target enemy Horizont entity	zenit, horizont	blank	on_death	enemy_horizont_entity	damage	instant	own_destroyed_entity_must_have_been_in_zenit	Ha az ellenfél elpusztít egy saját Zenit-entitást, 5 sebzést okozol egy ellenséges Horizont-entitásnak.	elso_koros_gepi_ertelmezes	Zenit-halál triggeres célzott sebzés.
IGNIS	113	Hamis Menedék	Jel	Ignis	Lángidéző	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél egy Entitást idéz a Zenitbe. Hatás: Az újonnan megidézett Entitás azonnal kap 4 sebzést.	when enemy summons an entity to Zenit: that newly summoned entity takes 4 damage	zenit	blank	on_enemy_zenit_summon	enemy_zenit_entity	damage	instant	trigger_only_if_enemy_entity_is_summoned_to_zenit	Ha az ellenfél egy entitást idéz a Zenitbe, az újonnan megidézett egység azonnal 4 sebzést kap.	elso_koros_gepi_ertelmezes	Egyszerű zenit-summon triggeres sebzés.
IGNIS	114	A Lángidézők Tornya	Sík	Ignis	Lángidéző	-	-	3	4	-	-	Amíg aktív, az összes saját Ignis Rituáléd és Igéd Aura-költsége 1-gyel csökken (de minimum 1 marad).	while active, all your Ignis rituals and spells cost 1 less (minimum 1)	blank	blank	static	self	cost_mod	while_active	affects_only_own_ignis_rituals_and_spells	Miközben aktív, a saját Ignis Rituáléid és Igéid 1 Aurával olcsóbbak, minimum 1-ig.	folyamatos_sik_hatas	Folyamatos költségmódosító síkhatás saját Ignis varázslapokra.
IGNIS	115	Az Örök Tűz Szentélye	Sík	Ignis	Lángidéző	-	-	4	5	-	-	Amíg aktív, minden köröd Beáramlás fázisában lehetőséged van egy második lapot is az Ősforrásodba tenni, DE az szigorúan csak Rituálé vagy Ige lehet a kezedből.	while active, during each of your influx phases you may place a second source card, but it must be a spell or ritual from hand	hand, source	blank	on_influx_phase	own_hand	move_to_source	while_active	second_source_card_must_be_spell_or_ritual_from_hand	Minden saját Beáramlás fázisban egy második lapot is Ősforrásba tehetsz, de az csak Rituálé vagy Ige lehet a kezedből.	folyamatos_sik_hatas	Fázisszintű forrásszabály-módosítás; kézből source-ba helyezést bővíti.
IGNIS	116	A Lángok Szentélye	Sík	Ignis	Lángidéző	-	-	3	3	-	-	Amíg aktív, az összes saját Entitásod a Zenitben immunitást élvez az ellenséges Igék közvetlen célzása (targetelés) ellen.	while active, all your Zenit entities cannot be directly targeted by enemy spells	zenit	blank	static	own_zenit_entities	untargetable	while_active	affects_all_own_zenit_entities	Miközben aktív, a saját Zenit-entitások nem célozhatók közvetlenül ellenséges Igékkel.	folyamatos_sik_hatas	Folyamatos síkhatás, zónaszintű célzási védelem.
IGNIS	117	Vulkáni Kráter	Sík	Ignis	Lángidéző	-	-	4	4	-	-	Amíg aktív, minden játékos által kijátszott, direkt sebzést okozó Ige és Rituálé (ami Entitást sebez) +1 extra sebzést okoz a célpontjának.	while active, all direct damage spells and rituals that damage entities deal +1 extra damage	blank	blank	on_spell_cast_by_owner	enemy_entity, own_entity	damage_bonus	while_active	affects_only_direct_damage_spells_and_rituals_that_damage_entities	Minden direkt sebző, entitást sebző Ige és Rituálé +1 extra sebzést okoz, amíg a sík aktív.	folyamatos_sik_hatas	Folyamatos globális spell damage aura, amely csak entitást sebző direkt varázslapokra vonatkozik.
AQUA	2	Kagylópáncélos Őrszem	Entitás	Aqua	Mélység Őrző	Sellő	Harcos	1	1	1	3	[HORIZONT] Oltalom (Aegis).	[HORIZONT] aegis	horizont	aegis	static	self	blank	static_while_on_board	none	A Horizonton Oltalommal rendelkező egyszerű védő entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
AQUA	3	Kagylópajzsos Védelmező	Entitás	Aqua	Mélység Őrző	Sellő	Lovag	2	1	0	4	[HORIZONT] Oltalom (Aegis).	[HORIZONT] aegis	horizont	aegis	static	self	blank	static_while_on_board	none	A Horizonton Oltalommal rendelkező tiszta védő entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
AQUA	4	Korall-Zarándok	Entitás	Aqua	Mélység Őrző	Sellő	Pap	2	2	1	4	[ZENIT] Rezonancia 2.	[ZENIT] resonance 2	zenit	resonance	static	self	blank	static_while_on_board	none	A Zenitben Rezonancia 2-vel rendelkező támogató entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
AQUA	5	Zafírszemű Dajka	Entitás	Aqua	Mélység Őrző	Elemi Lény	Pap	3	2	1	3	"[ZENIT] Harmonizálás (Harmonize). Amíg a Dajka támogat egy előtte álló ""Sellő"" Főfajú Entitást, az a harcokra +1 maximális HP-t (pajzsot) is kap az ATK bónusz mellé."	[ZENIT] harmonize; supported merfolk entity also gains +1 max HP for combats	zenit	harmonize	static	own_horizont_entity	hp_mod	during_combat	supported_entity_must_be_merfolk	A Dajka Harmonizálást ad, és ha egy előtte álló Sellőt támogat, az a harcokra +1 max HP-t is kap.	osszetett_egyedi	Harmonize mellé fajfüggő extra combat-pajzs társul.
AQUA	6	Gyöngyvigyázó Papnő	Entitás	Aqua	Mélység Őrző	Sellő	Pap	3	3	2	4	[ZENIT] Minden alkalommal, amikor egy saját Entitásod a Horizonton sikeresen blokkol egy támadást és túléli a harcot, húzz egy lapot a paklidból.	when your Horizont entity successfully blocks and survives, draw 1 card	horizont, zenit	blank	on_block_survived	own_horizont_entity	draw	while_active	none	A sikeresen blokkoló és túlélő saját Horizont-entitás után 1 lapot húzol.	elso_koros_gepi_ertelmezes	Jól felismerhető blokk-utáni triggeres húzás.
AQUA	7	Árapály-Mágus	Entitás	Aqua	Mélység Őrző	Sellő	Mágus	3	4	2	3	[ZENIT] Harmonizálás (Harmonize). Ha támogat egy előtte lévő Horizont-Entitást, az nemcsak az ATK-jának felét kapja meg, hanem +2 HP-t is a harc idejére!	[ZENIT] harmonize; supported entity also gains +2 HP during combat	zenit	harmonize	static	own_horizont_entity	hp_mod	during_combat	none	A támogatott előtte álló entitás Harmonizálás mellett +2 HP-t kap a harc idejére.	osszetett_egyedi	Harmonize mellé ideiglenes combat HP-bónusz társul.
AQUA	8	Kraken-Idomár	Entitás	Aqua	Mélység Őrző	Ember	Vadász	4	4	3	4	[DOMÍNIUM] Riadó (Clarion): Amikor megidézed, válassz ki egy 3-as vagy annál kisebb Magnitúdójú ellenséges Entitást a Horizonton, és kényszerítsd, hogy azonnal Kimerült (elforgatott) állapotba kerüljön.	[DOMINIUM] clarion: exhaust target enemy Horizont entity with magnitude 3 or less	dominium, horizont	clarion	on_summon	enemy_horizont_entity	exhaust	instant	target_enemy_horizont_entity_with_magnitude_lte_3	Megidézéskor egy 3-as vagy kisebb Magnitúdójú ellenséges Horizont-entitást kimerít.	elso_koros_gepi_ertelmezes	Egyszerű Clarion + célzott exhaust.
AQUA	9	Mélységi Gólem	Entitás	Aqua	Mélység Őrző	Gólem	Alap	4	2	2	6	[HORIZONT] Oltalom (Aegis). Ez az Entitás nem indíthat támadást a Betörés fázisban.	[HORIZONT] aegis; cannot attack	horizont	aegis	static	self	attack_restrict	static_while_on_board	none	Aegis-es védő entitás, amely nem indíthat támadást.	passziv_vagy_egyszeru	Egyszerű statikus támadási korlátozás natív keyword mellett.
AQUA	10	Hullámtörő Gólem	Entitás	Aqua	Mélység Őrző	Gólem	Alap	4	5	2	6	[HORIZONT] Oltalom (Aegis). Bármely ellenséges Entitás, amely megtámadja őt, elveszíti a Gyorsaság és a Hasítás kulcsszavait a harc idejére.	[HORIZONT] aegis; attacking enemy loses celerity and sundering during combat	horizont	aegis	on_attack_declared	enemy_entity	ability_lock	during_combat	target_enemy_attacker_loses_celerity_and_sundering	Aki megtámadja, a harc idejére elveszíti a Gyorsaság és Hasítás kulcsszavait.	osszetett_egyedi	Harci triggerrel ideiglenes keyword-eltávolítás kell hozzá.
AQUA	11	Abisszális Páncélos	Entitás	Aqua	Mélység Őrző	Sellő	Lovag	5	4	3	6	[HORIZONT] Oltalom (Aegis). [DOMÍNIUM] Riadó (Clarion): Amikor megidézed, adj +2 maximális HP-t egy tetszőleges, már a pályán lévő saját Entitásodnak a mérkőzés végéig.	[HORIZONT] aegis; [DOMINIUM] clarion: give +2 max HP to target allied entity until end of match	horizont, dominium	aegis, clarion	on_summon	own_entity	hp_mod	until_match_end	none	Aegisszel rendelkezik, és megidézéskor egy saját entitásnak +2 max HP-t ad a mérkőzés végéig.	elso_koros_gepi_ertelmezes	Natív keyword + egyszerű Clarion-buff.
AQUA	12	Abisszális Ős-Teknős	Entitás	Aqua	Mélység Őrző	Bestia	Alap	5	3	1	8	[HORIZONT] Oltalom (Aegis). [ZENIT] Ez az Entitás nem célozható meg ellenséges Rituálékkal és Igékkel.	horizontal aegis; cannot be targeted by enemy spells when in Zenit	horizont, zenit	aegis	static	self	untargetable	static_while_on_board	none	Aegisszel rendelkezik, és Zenitben nem célozható ellenséges Rituálékkal vagy Igékkel.	osszetett_egyedi	Két zónához kötött statikus szabály ugyanazon lapon.
AQUA	13	Leviátán Főpap	Entitás	Aqua	Mélység Őrző	Sellő	Pap	6	5	3	5	[ZENIT] Rezonancia 1. Amíg itt tartózkodik, az összes Oltalom (Aegis) kulcsszóval rendelkező Entitásod a Horizonton kap +1 ATK-t.	[ZENIT] resonance 1; your aegis Horizont entities gain +1 ATK	zenit, horizont	resonance	static	own_horizont_entities	atk_mod	static_while_on_board	affects_only_allied_horizont_entities_with_aegis	A Zenitből minden saját Aegis-es Horizont-entitásodnak +1 ATK-t ad.	osszetett_egyedi	Zónaszintű, keyword-szűrt folyamatos buff.
AQUA	14	A Mariana-árok Rémje	Entitás	Aqua	Mélység Őrző	Bestia	Alap	6	6	4	8	[HORIZONT] Oltalom (Aegis). Ha az ellenfél ezt az Entitást támadja meg, az ellenséges támadó Entitás elszenved -2 ATK levonást a harc idejére a bénító víznyomás miatt.	[HORIZONT] aegis; attacking enemy gets -2 ATK during combat	horizont	aegis	on_attack_declared	enemy_entity	atk_mod	during_combat	none	Aki megtámadja ezt az entitást, a harc idejére -2 ATK-t kap.	elso_koros_gepi_ertelmezes	Egyszerű támadásra reagáló combat debuff.
AQUA	15	Tengeri Császár	Entitás	Aqua	Mélység Őrző	Sárkány	Hős	7	5	5	7	[HORIZONT] Oltalom (Aegis). Amíg Aktív a Horizonton, a mögötte lévő Zenitben tartózkodó Entitásod nem célozható meg ellenséges Rituálékkal és Igékkel. Valahányszor az ellenfél kénytelen egy Entitást visszavenni a Domíniumról a kezébe (bounce hatás), a Császár okoz 2 közvetlen sebzést az ellenfél Aeternaljának vagy egyik Pecsétjének.	[HORIZONT] aegis; protected entity behind cannot be targeted by enemy spells; when enemy bounces an entity, deal 2 damage to enemy Aeternal or seal	horizont, zenit, aeternal, seal_row	aegis	on_bounce	own_zenit_entity, enemy_aeternal, enemy_seal	untargetable, damage, seal_damage	static_while_on_board	trigger_only_if_the_opponent_returns_an_entity_from_dominium_to_hand_due_to_an_effect	A mögötte lévő Zenit-entitást védi a célzástól, és ellenséges bounce hatásra 2 sebzést okoz az ellenfél Aeternáljának vagy egyik pecsétjének.	osszetett_egyedi	Több részből álló statikus védelem + bounce-triggeres közvetlen sebzés.
AQUA	16	Az Őstenger Akarata	Entitás	Aqua	Mélység Őrző	Sárkány	Hős	8	6	5	9	[HORIZONT] Oltalom (Aegis). A Betörés fázisban ez az Entitás az ATK-ja helyett a jelenlegi HP-jával okoz sebzést! Továbbá, valahányszor a köröd során bármilyen hatással HP-t töltesz vissza magadnak vagy egy Entitásodnak, ez a Sárkány megkapja a feltöltött HP-val megegyező mennyiségű ideiglenes ATK-t a kör végéig.	[HORIZONT] aegis; deals damage equal to current HP instead of ATK; when you heal, gains temporary ATK equal to healed amount until end of turn	horizont	aegis	on_heal	self, own_entity	atk_mod, damage	until_turn_end	this_deals_attack_damage_equal_to_current_hp_instead_of_atk_and_gains_atk_equal_to_hp_restored_when_you_heal_during_your_turn	A Betörésnél a jelenlegi HP-jával sebez, és minden gyógyítás után ideiglenes ATK-t kap a kör végéig.	osszetett_egyedi	Két külön mechanika: HP-alapú támadási sebzés + heal-triggeres ideiglenes ATK-növekedés.
AQUA	17	Zátony-felderítő	Entitás	Aqua	Mélység Őrző	Sellő	Tolvaj	1	1	1	2	[HORIZONT] Ha túléli a legelső harcát a mérkőzés során, véglegesen kap +1 maximális HP-t.	if this survives its first combat in the match, it permanently gains +1 max HP	horizont	blank	on_block_survived	self	hp_mod	until_match_end	trigger_only_if_this_survives_its_first_combat_in_the_match	Ha túléli a mérkőzés első harcát, véglegesen +1 max HP-t kap.	osszetett_egyedi	Első harc nyomon követését igényli.
AQUA	18	Tengeri Szivacs	Entitás	Aqua	Mélység Őrző	Növény	Alap	1	2	0	4	[HORIZONT] Oltalom (Aegis). Nem indíthat támadást.	[HORIZONT] aegis; cannot attack	horizont	aegis	static	self	attack_restrict	static_while_on_board	none	Oltalommal rendelkező tiszta védő, amely nem támadhat.	passziv_vagy_egyszeru	Egyszerű statikus támadási tiltás natív keyword mellett.
AQUA	19	Páncélos Rák	Entitás	Aqua	Mélység Őrző	Bestia	Alap	2	2	2	3	[HORIZONT] Oltalom (Aegis).	[HORIZONT] aegis	horizont	aegis	static	self	blank	static_while_on_board	none	A Horizonton Oltalommal rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
AQUA	20	Gyöngy-Kovács	Entitás	Aqua	Mélység Őrző	Ember	Harcos	2	2	1	3	[DOMÍNIUM] Riadó (Clarion): Amikor megidézed, adj egy tetszőleges másik saját Entitásodnak +1 ATK-t és +1 maximális HP-t a mérkőzés végéig.	[DOMINIUM] clarion: another allied entity gains +1 ATK and +1 max HP until end of match	dominium	clarion	on_summon	other_own_entity	atk_mod, hp_mod	until_match_end	none	Megidézéskor egy másik saját entitás +1 ATK-t és +1 max HP-t kap a mérkőzés végéig.	elso_koros_gepi_ertelmezes	Egyszerű Clarion-buff két stattal.
AQUA	21	Korall-Lovag	Entitás	Aqua	Mélység Őrző	Sellő	Lovag	3	3	2	4	[HORIZONT] Oltalom (Aegis).	[HORIZONT] aegis	horizont	aegis	static	self	blank	static_while_on_board	none	A Horizonton Oltalommal rendelkező egyszerű védő entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
AQUA	22	Árapály-Orgyilkos	Entitás	Aqua	Mélység Őrző	Sellő	Orgyilkos	3	3	3	2	[DOMÍNIUM] Ha olyan ellenséges Entitást támad meg, amely már sérült (nincs max HP-n), a harc idejére kap +2 ATK-t.	if this attacks a damaged enemy entity, it gains +2 ATK during combat	dominium	blank	on_attack_declared	self	atk_mod	during_combat	target_enemy_entity_must_be_damaged	Ha sérült ellenséges entitást támad, a harc idejére +2 ATK-t kap.	elso_koros_gepi_ertelmezes	Egyszerű feltételes combat buff.
AQUA	23	Óceáni Sámán	Entitás	Aqua	Mélység Őrző	Elemi Lény	Sámán	4	3	2	4	[ZENIT] Rezonancia 1. A Manifesztáció fázisodban tölts vissza 1 HP-t egy tetszőleges sérült saját Entitásodnak.	[ZENIT] resonance 1; during your manifestation phase heal 1 to a damaged allied entity	zenit	resonance	on_influx_phase	own_entity	heal	instant	target_must_be_damaged_allied_entity	Minden saját Manifesztáció fázisban 1 HP-t gyógyít egy sérült saját entitáson.	elso_koros_gepi_ertelmezes	Rezonancia mellé egyszerű fázis-alapú gyógyítás.
AQUA	24	Sziklazúzó Bálna	Entitás	Aqua	Mélység Őrző	Bestia	Alap	4	4	4	5	[HORIZONT] Hasítás (Sundering).	[HORIZONT] sundering	horizont	sundering	static	self	blank	static_while_on_board	none	A Horizonton Hasítással rendelkező egyszerű támadó entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
AQUA	25	Titkos-tenger Őrzője	Entitás	Aqua	Mélység Őrző	Sárkány	Lovag	5	5	3	6	[HORIZONT] Oltalom (Aegis). Amíg ez a lap Aktív állapotban van, az összes 3 vagy annál kisebb Magnitúdójú saját Entitásod is megkapja az Oltalom (Aegis) kulcsszót.	[HORIZONT] aegis; while active, your entities with magnitude 3 or less gain aegis	horizont	aegis	static	own_entities	grant_keyword	static_while_on_board	affects_only_allied_entities_with_magnitude_lte_3	Miközben aktív, minden 3-as vagy kisebb Magnitúdójú saját entitásod megkapja az Oltalmat.	osszetett_egyedi	Folyamatos, Magnitúdó-szűrt keyword-adás.
AQUA	26	Hullám-Parancsnok	Entitás	Aqua	Mélység Őrző	Sellő	Parancsnok	5	5	4	5	[ZENIT] Harmonizálás (Harmonize). Minden alkalommal, amikor az általa támogatott Entitás sikeres támadást indít, húzhatsz egy lapot a paklidból.	[ZENIT] harmonize; whenever supported entity attacks successfully, draw 1	zenit	harmonize	on_attack_hits	own_horizont_entity	draw	while_active	none	Győztes támadást indító támogatott entitás után lapot húzhatsz.	osszetett_egyedi	Harmonize-hoz kötött támadás-utáni húzás.
AQUA	27	Abisszális Csúcsragadozó	Entitás	Aqua	Mélység Őrző	Bestia	Vadász	6	6	5	6	[HORIZONT] Gyorsaság (Celerity).	[HORIZONT] celerity	horizont	celerity	static	self	blank	static_while_on_board	none	A Horizonton Gyorsasággal rendelkező egyszerű támadó entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
AQUA	28	Víz-Elementál Góliát	Entitás	Aqua	Mélység Őrző	Elemi Lény	Alap	6	5	4	8	[HORIZONT] Oltalom (Aegis). Valahányszor sebzést szenved el egy fizikai harc során, a támadó elveszít -1 ATK-t a kör végéig.	[HORIZONT] aegis; when damaged in physical combat, attacker gets -1 ATK until end of turn	horizont	aegis	on_combat_damage_taken	enemy_entity	atk_mod	until_turn_end	none	A fizikai harcban őt sebző támadó a kör végéig -1 ATK-t kap.	elso_koros_gepi_ertelmezes	Egyszerű combat damage taken triggeres debuff.
AQUA	29	Tengeri Baziliszkusz	Entitás	Aqua	Mélység Őrző	Hüllő	Alap	7	6	6	6	[HORIZONT] Bármely ellenséges Entitás, amely sebzést kap ettől a laptól (és nem pusztul el), azonnal Kimerült állapotba kerül a következő saját Ébredés fázisára is (nem állhat fel).	enemy entity damaged by this card and surviving becomes exhausted through its next awakening	horizont	blank	on_combat_damage_dealt	enemy_entity	exhaust	next_own_awakening	target_enemy_entity_must_survive_damage_from_this_card	Az általa megsebzett és túlélő ellenséges entitás kimerült marad a következő Ébredés fázisára is.	osszetett_egyedi	Késleltetett felállásgátlás külön állapotkövetést igényel.
AQUA	30	Atlantisz Utolsó Királya	Entitás	Aqua	Mélység Őrző	Ember	Hős	7	7	5	7	[ZENIT] Rezonancia 2. Minden saját Ébredés fázisodban adhatsz egy szabadon választott Entitásnak Oltalom (Aegis) kulcsszót a kör végéig.	[ZENIT] resonance 2; during each of your awakening phases target entity gains aegis until end of turn	zenit	resonance	on_next_own_awakening	own_entity	grant_keyword	until_turn_end	none	Minden saját Ébredés fázisban egy választott entitás megkapja az Oltalom kulcsszót a kör végéig.	osszetett_egyedi	Rezonancia mellett ismétlődő, fázis-alapú ideiglenes keyword-adás.
