Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Hamis Parancs	Jel	Ignis	Hamvaskezű	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél sikeres támadást deklarál a Pecséted ellen. Hatás: A támadást átirányítod az ellenfél egy másik, saját maga által uralt Entitására.	on enemy direct seal attack declared: redirect attack damage to another enemy-controlled entity	blank	blank	on_attack_declared	enemy_seal, enemy_entity	redirect	instant	requires_direct_seal_attack_and_another_enemy_entity	Amikor az ellenfél pecsétet támadna, a támadás helyette egy másik ellenséges entitásra terelődik.	osszetett_egyedi	A jelenlegi motorban ez inkább sebzés- vagy célpontátterelésként modellezhető, nem teljes újracélzott harcként.
Tüzes Megtorlás	Jel	Ignis	Hamvaskezű	-	-	2	1	-	-	Aktiválás: Amikor egy saját, támadó Entitásodat az ellenfél elpusztítja Blokkolás során. Hatás: A megsemmisült Entitásod ATK-jának felét azonnal megkapja az ellenfél blokkoló Entitása mögötti Pecsét.	on allied attacking entity destroyed during block: deal half its ATK as seal damage to enemy seal	horizont, seal_row	blank	on_death	enemy_seal	seal_damage	instant	requires_allied_attacker_destroyed_during_block	Ha egy saját támadó entitás blokkolásban elpusztul, az ATK-ja felének megfelelő pecsétsebzés megy ki.	osszetett_egyedi	A szabálykönyvi lane-specifikus pecsétcélzás a motorban egyszerűsített pecsétsebzésként kezelhető.
Lángoló Visszavágás	Jel	Ignis	Hamvaskezű	-	-	2	3	-	-	Aktiválás: Amikor az ellenfél megtámadja az egyik Entitásodat a Horizonton. Hatás: A támadó Entitás azonnal kap 4 sebzést (a harc előtt).	on enemy attack against allied Horizont entity: deal 4 damage to attacking entity before combat	horizont	blank	on_attack_declared	enemy_entity	damage	instant	requires_enemy_attack_against_allied_horizont_entity	Ha az ellenfél egy saját Horizont-entitást támad, a támadó 4 sebzést kap a harc előtt.	elso_koros_gepi_ertelmezes	Egyszerű, lokális combat-trap; jól illeszkedik explicit preview + handler mintára.
Csapda a Hamuban	Jel	Ignis	Hamvaskezű	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél megidéz egy 3-as vagy magasabb Magnitúdójú Entitást a Horizontra. Hatás: Az újonnan megidézett Entitás azonnal kap 3 sebzést.	on enemy summon of magnitude 3 or more to Horizont: deal 3 damage to summoned entity	horizont	blank	on_enemy_summon	enemy_horizont_entity	damage	instant	summoned_enemy_magnitude_gte_3_and_on_horizont	Ha az ellenfél legalább 3-as Magnitúdójú entitást idéz a Horizontra, az új egység 3 sebzést kap.	elso_koros_gepi_ertelmezes	Summon-trigger trap; zóna- és Magnitúdó-feltétel együtt számít.
Izzó Aura	Jel	Ignis	Hamvaskezű	-	-	3	3	-	-	Aktiválás: Amikor az ellenfél Rituáléval vagy Igével célba veszi egy Hamvaskezűdet. Hatás: Semlegesíted a varázslatot, és a célba vett Entitásod kap +2 ATK-t a következő köröd végéig.	on enemy spell targets allied Hamvaskezű entity: counter spell; targeted entity gains +2 ATK until next own turn end	dominium	blank	on_enemy_spell_target	own_entity	counterspell, atk_mod	until_next_own_turn_end	target_must_be_allied_hamvaskezu_and_targeted_by_enemy_spell	Ha az ellenfél egy Hamvaskezű saját entitást céloz varázslattal, a spell semlegesítődik, a célpont pedig ideiglenes ATK-bónuszt kap.	osszetett_egyedi	Spell-target reakciós trap; counter + időzített buff együtt.
A Megperzselt Küzdőtér	Sík	Ignis	Hamvaskezű	-	-	3	4	-	-	Amíg aktív, egyik játékos sem idézhet Entitást a Zenitbe, kivéve, ha az rendelkezik Harmonizálás vagy Rezonancia kulcsszóval.	while active: entities cannot be summoned to Zenit unless they have harmonize or resonance	zenit	harmonize, resonance	static	own_entity, enemy_entity	summon_restrict	while_active	summoned_entity_to_zenit_must_have_harmonize_or_resonance	Amíg aktív, egyik játékos sem idézhet entitást a Zenitbe, kivéve ha az Harmonizálás vagy Rezonancia kulcsszóval rendelkezik.	folyamatos_sik_hatas	Folyamatos globális szabálymódosító; a sík-slot és summon-ellenőrzés fontos hozzá.
A Hamvaskezűek Arénája	Sík	Ignis	Hamvaskezű	-	-	4	5	-	-	Amíg aktív, minden Ignis Entitás a Horizonton kap +2 ATK-t a Betörés (támadás) idejére. Viszont minden harc végén a támadó Entitás elszenved 1 sebzést.	while active: allied Ignis Horizont attackers gain +2 ATK during attack; after each combat the attacker takes 1 damage	horizont	blank	on_attack_declared, on_combat_damage_taken	own_horizont_entity	atk_mod, damage	during_combat	attacker_must_be_ignis_entity_on_horizont	Amíg aktív, a saját Ignis Horizont-támadók +2 ATK-t kapnak a harcra, és minden harc után a támadó 1 sebzést szenved el.	folyamatos_sik_hatas	Folyamatos síkhatás + combat kampó + utósebzés; összetettebb, mint egy sima buff.
Ork Tábor	Sík	Ignis	Hamvaskezű	-	-	3	3	-	-	Amíg aktív, minden Ork és Goblin Entitásod megidézési költsége 1 Ignis Aurával csökken (de minimum 1 marad).	while active: allied Ork and Goblin entity summon costs are reduced by 1 Ignis aura to a minimum of 1	dominium	blank	static	own_entities	cost_mod	while_active	target_entity_must_be_allied_ork_or_goblin	Amíg aktív, minden saját Ork és Goblin entitásod idézési költsége 1 Ignis Aurával csökken, minimum 1-ig.	folyamatos_sik_hatas	Folyamatos költségmódosító síkhatás; jól elkülöníthető primitive.
A Végtelen Harc Mezeje	Sík	Ignis	Hamvaskezű	-	-	4	4	-	-	Amíg aktív, valahányszor egy saját Entitásod elpusztít egy ellenséges Entitást a Horizonton, húzz 1 lapot. (Ez a hatás körönként szigorúan max 1x aktiválódhat).	while active: when allied entity destroys enemy Horizont entity, draw 1 card; limit once per turn	horizont, deck	blank	on_combat_damage_dealt	own_entity, enemy_horizont_entity	draw	while_active	requires_allied_entity_destroy_enemy_on_horizont_and_not_yet_triggered_this_turn	Amíg aktív, ha egy saját entitásod elpusztít egy ellenséges Horizont-entitást, húzol 1 lapot, de körönként csak egyszer.	folyamatos_sik_hatas	Folyamatos triggerelt síkhatás körönkénti limittel; állapotkövetést igényel.
Parázsló Tanítvány	Entitás	Ignis	Lángidéző	Ember	Mágus	1	1	1	2	[ZENIT] Rezonancia 2. Minden alkalommal, amikor egy ellenséges Entitás vagy Pecsét sebzést szenved el egy saját Igédtől vagy Rituálédtól, kapsz 1 ideiglenes Ignis Aurát. (Körönként max 1x).	[ZENIT] resonance 2; whenever an enemy entity or seal takes damage from your spell or ritual: gain 1 temporary Ignis aura (max once per turn)	zenit	resonance	on_spell_cast_by_owner	enemy_entity, enemy_seal	resource_gain	while_active	trigger_only_if_effect_is_from_spell_and_usable_once_per_turn	A Zenitből Rezonancia 2-t ad, és ha saját Igéd vagy Rituáléd sebez ellenséget vagy pecsétet, ideiglenes Ignis Aurát kapsz, körönként legfeljebb egyszer.	osszetett_egyedi	Rezonancia + eseményfigyelős erőforrás-generálás; spell-sebzés forráskövetést igényel.
Parázstáncos Nővér	Entitás	Ignis	Lángidéző	Ember	Mágus	2	1	1	2	[ZENIT] Minden alkalommal, amikor kijátszol egy Rituálét vagy Igét, kap +1 ATK-t és megkapja a Harmonizálás kulcsszót az adott kör végéig.	[ZENIT] whenever you play a spell or ritual: self gains +1 ATK and harmonize until end of turn	zenit	blank	on_spell_cast_by_owner	self	atk_mod, grant_keyword	until_turn_end	requires_own_spell_or_ritual_play	Valahányszor saját Igét vagy Rituálét játszol ki, ideiglenes ATK-bónuszt és Harmonizálás kulcsszót kap.	osszetett_egyedi	Ismétlődő spell-trigger buff; jól egységesíthető később spell-cast reactive primitive-re.
Lángnyelv Adeptus	Entitás	Ignis	Lángidéző	Ember	Mágus	2	2	2	2	[ZENIT] Harmonizálás (Harmonize). [DOMÍNIUM] Riadó (Clarion): Okoz 1 sebzést egy szabadon választott ellenséges Entitásnak.	[ZENIT] harmonize; [DOMINIUM] clarion: deal 1 damage to target enemy entity	dominium, zenit	harmonize, clarion	on_summon	enemy_entity	damage	instant	none	Egy Zenitben Harmonizálásos entitás, amely megidézéskor 1 sebzést okoz egy ellenséges entitásnak.	elso_koros_gepi_ertelmezes	Egyszerű Clarion + célzott sebzés; jól illeszthető meglévő damage primitívhez.
Füstbeburkolt Illúzió	Entitás	Ignis	Lángidéző	Szellem	Alap	2	3	2	2	[DOMÍNIUM] Visszhang (Echo): Ha ez a lap elpusztul, azonnal okoz 2 sebzést az ellenfél egyik Pecsétjének (vagy ha nincs, az Aeternalnak).	[DOMINIUM] echo: on death, deal 2 damage to enemy seal; if none, deal 2 damage to enemy Aeternal	dominium	echo	on_death	enemy_seal, enemy_aeternal	seal_damage, damage	instant	enemy_seal_if_available_otherwise_enemy_aeternal	Elpusztuláskor 2 sebzést okoz egy ellenséges pecsétnek, vagy ha nincs, az Aeternalnak.	elso_koros_gepi_ertelmezes	Egyszerű Echo-halálhatás; pecsét/Aeternal fallback fontos.
Tűzfal-Kántáló	Entitás	Ignis	Lángidéző	Ember	Pap	3	2	1	4	[ZENIT] Amíg itt tartózkodik, az előtte lévő Horizont-mezőn álló Entitásod megkapja az Oltalom (Aegis) kulcsszót és +2 maximális HP-t.	[ZENIT] while here: allied entity in front gains aegis and +2 max HP	zenit, horizont	aegis	static	own_horizont_entity	grant_keyword, hp_mod	while_active	requires_allied_entity_in_front	Amíg a Zenitben van, az előtte lévő saját Horizont-entitás Oltalmat és +2 max HP-t kap.	osszetett_egyedi	Statikus zónafüggő aura; jó jelölt későbbi általános front/back aura rendszerhez.
Hamufőnix	Entitás	Ignis	Lángidéző	Szárnyas Bestia	Alap	3	4	3	2	[DOMÍNIUM] Légies (Ethereal). Visszhang (Echo): Ha elpusztul, a következő köröd Ébredés fázisában visszatér a Domíniumod egy üres Zenit mezőjére Kimerült állapotban.	[DOMINIUM] ethereal; echo: on death, return to empty own Zenit exhausted at next own awakening	dominium, zenit	ethereal, echo	on_death	self	summon, move_zenit, exhaust	next_own_awakening	requires_empty_own_zenit_slot_on_return	Légies entitás, amely halál után a következő saját Ébredés fázisban visszatér egy üres Zenit mezőre kimerülten.	osszetett_egyedi	Időzített halál utáni visszatérés; külön delayed return primitive-re érdemes majd húzni.
Hamuszájú Próféta	Entitás	Ignis	Lángidéző	Ember	Mágus	3	5	2	4	[ZENIT] Rezonancia 2.	[ZENIT] resonance 2	zenit	resonance	static	self	blank	static_while_on_board	none	Rezonancia 2-t ad a Zenitből.	passziv_vagy_egyszeru	Egyszerű natív keyword-lap.
Lángoló Elme	Entitás	Ignis	Lángidéző	Elementál	Mágus	4	2	1	4	[ZENIT] Ez az Entitás nem célozható meg ellenséges Rituálékkal és Igékkel. Ha a köröd során a saját Entitásaid összesen legalább 5 harci sebzést okoztak az ellenfél Entitásainak VAGY feltörtek legalább 1 Pecsétet, a kör végén húzz 1 lapot.	[ZENIT] cannot be targeted by enemy spells; at end of turn, draw 1 if your entities dealt at least 5 combat damage to enemy entities this turn or broke at least 1 seal	zenit	blank	on_turn_end	self	untargetable, draw	while_active	turn_condition_own_entities_dealt_at_least_5_combat_damage_to_enemy_entities_or_broke_at_least_1_seal	Az ellenséges Rituálék és Igék nem célozhatják meg, és a kör végén 1 lapot húzol, ha a saját entitásaid elég harci sebzést okoztak vagy feltörtek legalább 1 pecsétet.	osszetett_egyedi	Két részből álló statikus Zenit-képesség: célzási védelem + körvégi feltételes húzás, turn trackinget igényel.
Vulkáni Orákulum	Entitás	Ignis	Lángidéző	Ember	Sámán	4	4	2	5	[ZENIT] Ez az Entitás nem célozható meg ellenséges Rituálékkal és Igékkel. Minden alkalommal, amikor egy Ignis Rituálét vagy Igét játszol ki, az Orákulum okoz 1 sebzést közvetlenül az ellenfél egyik Pecsétjének.	[ZENIT] cannot be targeted by enemy spells; whenever you play an Ignis ritual or spell, this entity deals 1 damage to an enemy seal	zenit	blank	on_spell_cast_by_owner	enemy_seal	untargetable, seal_damage	while_active	trigger_only_when_you_play_ignis_ritual_or_spell	A Zenitben nem célozható ellenséges Rituálékkal és Igékkel, és minden kijátszott Ignis Rituálé vagy Ige után 1 sebzést okoz egy ellenséges pecsétnek.	osszetett_egyedi	Statikus célzási védelem + saját spell-cast triggerelt pecsétsebzés; realm-szűrés kell hozzá.
Ignis Varázsszövő	Entitás	Ignis	Lángidéző	Ember	Mágus	4	6	3	3	[DOMÍNIUM] Riadó (Clarion): Amikor megidézed, a kezedből egy 3 vagy kisebb Aura-költségű Rituálét azonnal, ingyen kijátszhatsz.	[DOMINIUM] clarion: you may immediately play a ritual from hand with aura cost 3 or less for free	dominium	clarion	on_summon	own_hand	free_cast	instant	ritual_in_hand_with_aura_cost_lte_3	Amikor megidézed, egy legfeljebb 3 Aura költségű Rituálét azonnal és ingyen kijátszhatsz a kezedből.	osszetett_egyedi	Ingyenes follow-up cast; kézkezelést és költségfelülírást kér.
A Katlan Őrzője	Entitás	Ignis	Lángidéző	Elementál	Alap	5	4	4	5	[DOMÍNIUM] Ha ez az Entitás halálos sebzést kapna, a HP-ja nem csökken 0-ra, hanem 1 marad, DE cserébe azonnal el kell dobnod egy lapot a kezedből az Ürességbe. [ZENIT] Amíg itt tartózkodik, az összes általad kijátszott sebző Rituálé és Ige +1 sebzést okoz.	[DOMINIUM] if self would take lethal damage: self remains at 1 HP and discard 1 card; [ZENIT] damaging spells and rituals you play deal +1 damage	zenit, dominium	blank	on_spell_cast_by_owner	self, own_hand, enemy_entity, enemy_seal	damage_prevention, discard, damage_bonus	while_active	requires_discard_for_lethal_prevention	Halálos sebzés helyett 1 HP-n marad egy lapeldobás árán, Zenitből pedig növeli a saját sebző varázslatok sebzését.	osszetett_egyedi	Két külön mechanika egy lapon: replacement effect + spell damage aura.
Tűzkatlan Főmágusa	Entitás	Ignis	Lángidéző	Ember	Mágus	5	6	4	4	[DOMÍNIUM] Ha ez az Entitás halálos sebzést kapna, a HP-ja nem csökken 0-ra, hanem 1 marad, DE cserébe azonnal el kell dobnod egy lapot a kezedből az Ürességbe. Riadó: Keresd ki egy Rituálé kártyát az Ürességedből, és vedd vissza a kezedbe.	[DOMINIUM] if self would take lethal damage: self remains at 1 HP and discard 1 card; clarion: return target ritual from own graveyard to hand	dominium	clarion	on_summon	self, own_hand, own_graveyard_entity	damage_prevention, discard, graveyard_recursion	instant	requires_ritual_in_own_graveyard	Halálos sebzés helyett 1 HP-n marad lapeldobás árán, megidézéskor pedig egy Rituálét visszavesz az Ürességből.	osszetett_egyedi	Replacement effect + graveyard recursion; nem egyszerű egykörös mechanika.
Napkitörés Sárkány	Entitás	Ignis	Lángidéző	Sárkány	Alap	6	7	6	5	[HORIZONT] Amikor a Horizontról támadást indít, kifizethetsz további 3 Ignis Aurát a Forrásodból. Ha megteszed, minden ellenséges Entitás a Zenitben elszenved 3 sebzést.	[HORIZONT] on attack declared: you may pay 3 Ignis aura; if you do, all enemy Zenit entities take 3 damage	horizont, zenit	blank	on_attack_declared	enemy_zenit_entities	damage, source_manipulation	instant	requires_optional_payment_of_3_ignis_aura	Támadásindításkor extra Ignis Aurát fizethetsz, hogy minden ellenséges Zenit-entitás 3 sebzést kapjon.	osszetett_egyedi	Optional resource payment + tömeges Zenit-sebzés.
Inferno Leviatán	Entitás	Ignis	Lángidéző	Sárkány	Alap	7	5	6	6	[HORIZONT] Hasítás (Sundering). Amikor támad, kifizethetsz 2 Ignis Aurát. Ha megteszed, a támadása az ellenséges védő mögött lévő Zenit mezőn álló Entitást is sebzi 3-mal.	[HORIZONT] sundering; on attack declared: you may pay 2 Ignis aura; if you do, deal 3 damage to entity in Zenit behind defending entity	horizont, zenit	sundering	on_attack_declared	enemy_zenit_entity	damage, source_manipulation	instant	requires_optional_payment_and_defender_with_zenit_behind	Hasítással rendelkező támadó, amely extra Auráért a védő mögötti Zenit-entitást is megsebzi.	osszetett_egyedi	Lane-kapcsolt extra sebzés; pontos védőkontextust igényel.
Parázs-Szellem	Entitás	Ignis	Lángidéző	Szellem	Alap	1	1	1	1	[DOMÍNIUM] Légies (Ethereal). [ZENIT] Rezonancia 2.	[DOMINIUM] ethereal; [ZENIT] resonance 2	dominium, zenit	ethereal, resonance	static	self	blank	static_while_on_board	none	Légies entitás, amely Zenitben Rezonancia 2-t ad.	passziv_vagy_egyszeru	Két natív keyword, egyszerű leírási szinten.
Tünde Tűz-Novícius	Entitás	Ignis	Lángidéző	Tünde	Mágus	1	1	1	2	[DOMÍNIUM] Riadó (Clarion): A következő Ignis Igéd vagy Rituáléd ebben a körben 1 Aurával kevesebbe kerül.	[DOMINIUM] clarion: next Ignis spell or ritual this turn costs 1 less	dominium	clarion	on_summon	self	cost_mod	until_turn_end	affects_next_ignis_spell_or_ritual_this_turn	Megidézéskor a következő Ignis Igéd vagy Rituáléd ebben a körben 1 Aurával olcsóbb lesz.	elso_koros_gepi_ertelmezes	Egyszerű következő-kártyás költségcsökkentés.
Láng-Dajka	Entitás	Ignis	Lángidéző	Ember	Pap	2	2	1	3	[ZENIT] Harmonizálás (Harmonize).	[ZENIT] harmonize	zenit	harmonize	static	self	blank	static_while_on_board	none	Harmonizálás kulcsszót adó egyszerű Zenit-lap.	passziv_vagy_egyszeru	Egyszerű natív keyword-lap.
Magma-Elementál	Entitás	Ignis	Lángidéző	Elementál	Alap	2	2	2	3	[DOMÍNIUM] Riadó (Clarion): Okoz 1 sebzést egy szabadon választott ellenséges Entitásnak a Horizonton.	[DOMINIUM] clarion: deal 1 damage to target enemy Horizont entity	dominium, horizont	clarion	on_summon	enemy_horizont_entity	damage	instant	target_enemy_must_be_on_horizont	Megidézéskor 1 sebzést okoz egy ellenséges Horizont-entitásnak.	elso_koros_gepi_ertelmezes	Egyszerű Clarion + célzott sebzés.
Füst-Tolvaj	Entitás	Ignis	Lángidéző	Ember	Tolvaj	2	1	2	1	[HORIZONT] Ha ez az Entitás sikeresen áttör egy ellenséges Pecsétet, húzz 1 lapot. (Körönként max 1x).	[HORIZONT] when self successfully breaks an enemy seal: draw 1 card (max once per turn)	horizont	blank	on_seal_break	enemy_seal	draw	instant	usable_once_per_turn_and_requires_successful_seal_break	Ha sikeresen pecsétet tör, 1 lapot húzol, de körönként csak egyszer.	elso_koros_gepi_ertelmezes	Egyszerű seal-break trigger laphúzással.
Tünde Pyromanta	Entitás	Ignis	Lángidéző	Tünde	Mágus	3	3	2	3	[ZENIT] Rezonancia 2. Minden általad kijátszott direkt sebző Ige és Rituálé +1 sebzést okoz.	[ZENIT] resonance 2; your direct damage spells and rituals deal +1 damage	zenit	resonance	on_spell_cast_by_owner	enemy_entity, enemy_seal	damage_bonus	while_active	played_card_must_be_direct_damage_spell_or_ritual	Rezonancia 2-t ad, és növeli a saját direkt sebző Igék és Rituálék sebzését.	osszetett_egyedi	Statikus spell damage aura realm- és kártyatípus-szűréssel.
Obszidián Gólem	Entitás	Ignis	Lángidéző	Gólem	Lovag	3	3	2	5	[HORIZONT] Oltalom (Aegis). Ha ellenséges Ige célozza meg, a Gólem kap +1 ATK-t az adott kör végéig.	[HORIZONT] aegis; when targeted by enemy spell: self gains +1 ATK until end of turn	horizont	aegis	on_enemy_spell_target	self	atk_mod	until_turn_end	self_must_be_targeted_by_enemy_spell	Oltalommal rendelkező entitás, amely ellenséges Ige célzásakor ideiglenes ATK-bónuszt kap.	elso_koros_gepi_ertelmezes	Egyszerű reactive buff.
Lángnyelvű Sárkányfi	Entitás	Ignis	Lángidéző	Sárkány	Mágus	4	3	3	4	[HORIZONT] Gyorsaság (Celerity).	[HORIZONT] celerity	horizont	celerity	static	self	blank	static_while_on_board	none	Gyorsaság kulcsszót adó egyszerű Horizont-lap.	passziv_vagy_egyszeru	Egyszerű natív keyword-lap.
Sámán a Hamuból	Entitás	Ignis	Lángidéző	Ember	Sámán	4	4	2	4	[DOMÍNIUM] Riadó (Clarion): Válassz egy Ignis Igét a saját Ürességedből (temetődből), és vedd vissza a kezedbe.	[DOMINIUM] clarion: return target Ignis spell from own graveyard to hand	dominium	clarion	on_summon	own_graveyard_entity	graveyard_recursion	instant	target_must_be_ignis_spell_in_own_graveyard	Megidézéskor egy Ignis Igét visszavesz a saját Ürességből a kézbe.	elso_koros_gepi_ertelmezes	Egyszerű célzott graveyard recursion.
Izzó Elementál	Entitás	Ignis	Lángidéző	Elementál	Alap	4	4	4	4	[HORIZONT] Hasítás (Sundering).	[HORIZONT] sundering	horizont	sundering	static	self	blank	static_while_on_board	none	Hasítás kulcsszót adó egyszerű Horizont-lap.	passziv_vagy_egyszeru	Egyszerű natív keyword-lap.
Tűz-Lidérc	Entitás	Ignis	Lángidéző	Szellem	Mágus	5	4	3	4	[HORIZONT] Légies (Ethereal). Valahányszor kijátszol egy Igét vagy Rituálét, ez az Entitás kap +1 ATK-t az adott kör végéig.	[HORIZONT] ethereal; whenever you play a spell or ritual: self gains +1 ATK until end of turn	horizont	ethereal	on_spell_cast_by_owner	self	atk_mod	until_turn_end	requires_own_spell_or_ritual_play	Légies entitás, amely minden saját Ige vagy Rituálé kijátszására ideiglenes ATK-bónuszt kap.	elso_koros_gepi_ertelmezes	Egyszerű reactive self-buff.
Tünde Főmágus	Entitás	Ignis	Lángidéző	Tünde	Mágus	5	5	4	5	[ZENIT] Rezonancia 1. Amíg a pályán van, minden saját Ignis Rituáléd költsége 1 Aurával csökken.	[ZENIT] resonance 1; while on board your Ignis rituals cost 1 less	zenit	resonance	static	self	cost_mod	while_active	affects_own_ignis_rituals	Rezonancia 1-et ad, és csökkenti a saját Ignis Rituálék költségét.	osszetett_egyedi	Statikus költségcsökkentő aura realm- és kártyatípus-szűréssel.
Démoni Lángidéző	Entitás	Ignis	Lángidéző	Démon	Mágus	6	5	5	5	[DOMÍNIUM] Riadó (Clarion): Okoz 3 sebzést minden ellenséges Entitásnak a Horizonton. Ha megteszed, be kell áldoznod (Ürességbe küldeni) a legfelső Pecsétedet!	[DOMINIUM] clarion: deal 3 damage to all enemy Horizont entities; then sacrifice your top seal	dominium, horizont, seal_row	clarion	on_summon	enemy_horizont_entities, own_seal	damage, sacrifice	instant	requires_own_top_seal_to_sacrifice	Megidézéskor 3 sebzést okoz minden ellenséges Horizont-entitásnak, majd feláldozza a legfelső saját pecsétet.	osszetett_egyedi	Tömeges sebzés + költségszerű pecsétáldozás.
Főnix-Lovas	Entitás	Ignis	Lángidéző	Ember	Lovag	6	5	5	6	[HORIZONT] Oltalom (Aegis). Visszhang (Echo): Ha a Horizonton elpusztul, a következő köröd Ébredés fázisában visszatér Kimerült állapotban egy üres Zenit mezőre.	[HORIZONT] aegis; echo: if destroyed on Horizont, return exhausted to empty own Zenit at next own awakening	horizont, zenit	aegis, echo	on_death	self	summon, move_zenit, exhaust	next_own_awakening	must_die_on_horizont_and_require_empty_own_zenit_slot	Horizonton Oltalommal rendelkező egység, amely halál után a következő saját Ébredés fázisban Zenitbe tér vissza kimerülten.	osszetett_egyedi	Halál utáni időzített visszatérés.
Ignis Oltár-Gólem	Entitás	Ignis	Lángidéző	Gólem	Pap	7	6	4	8	[HORIZONT] Oltalom (Aegis). Ennek az Entitásnak az ATK-ja és HP-ja nem csökkenthető ellenséges Igék által.	[HORIZONT] aegis; enemy spells cannot reduce self ATK or HP	horizont	aegis	static	self	stat_protection	while_active	stat_reduction_source_must_be_enemy_spell	Oltalommal rendelkező entitás, amelynek ATK-ja és HP-ja nem csökkenthető ellenséges Igékkel.	passziv_vagy_egyszeru	Egyszerű statikus spell-védelem.
Pyros az Élő Láng	Entitás	Ignis	Lángidéző	Elementál	Hős	8	8	7	7	[DOMÍNIUM] Riadó (Clarion): Azonnal kapsz 3 ideiglenes Ignis Aurát erre a körre. [ZENIT] Rezonancia 1.	[DOMINIUM] clarion: gain 3 temporary Ignis aura this turn; [ZENIT] resonance 1	dominium, zenit	clarion, resonance	on_summon	self	resource_gain	until_turn_end	none	Megidézéskor 3 ideiglenes Ignis Aurát ad erre a körre, és Zenitből Rezonancia 1-et biztosít.	elso_koros_gepi_ertelmezes	Egyszerű Clarion erőforrásnyerés + natív keyword.
Lángnyelvek Tánca	Rituálé	Ignis	Lángidéző	-	-	1	2	-	-	Okoz 2-2 sebzést két szabadon választott ellenséges Entitásnak.	deal 2 damage to up to two target enemy entities	blank	blank	blank	enemy_entities	damage	instant	target_up_to_two_enemy_entities	Két ellenséges entitásnak 2-2 sebzést okoz.	elso_koros_gepi_ertelmezes	Többcélpontos direkt sebzés; jó közös multi-target damage primitive-re.
Tűzeső	Rituálé	Ignis	Lángidéző	-	-	2	3	-	-	Okoz 2 sebzést az ellenfél Horizontján álló összes Entitásnak.	deal 2 damage to all enemy Horizont entities	horizont	blank	blank	enemy_horizont_entities	damage	instant	target_all_enemy_horizont_entities	Az ellenfél Horizontján lévő összes entitás 2 sebzést szenved el.	passziv_vagy_egyszeru	Egyszerű tömeges sebzés egy jól behatárolt zónára.
Tudás a Hamuból	Rituálé	Ignis	Lángidéző	-	-	3	2	-	-	Pusztíts el egy saját, Kimerült állapotban lévő Entitásodat a pályán. Cserébe húzz 3 lapot a paklidból.	destroy one exhausted allied entity; draw 3 cards	dominium, deck	blank	blank	own_entity	destroy, draw	instant	target_must_be_exhausted_allied_entity_on_board	Egy saját, kimerült entitást megsemmisítesz, majd 3 lapot húzol.	elso_koros_gepi_ertelmezes	Saját célpontú áldozat-jellegű spell fix laphúzással.
Tűzvihar Megidézése	Rituálé	Ignis	Lángidéző	-	-	4	5	-	-	Válassz egy Áramlatot (oszlopot). Az ott tartózkodó összes Entitás elszenved 5 sebzést.	choose a lane; all entities in that lane take 5 damage	horizont, zenit	blank	blank	lane	damage	instant	none	Az adott Áramlatban lévő összes entitás 5 sebzést szenved el.	osszetett_egyedi	Lane-alapú tömeges sebzés; pontos oszlopkezelés kell hozzá.
A Főnix Könnye	Rituálé	Ignis	Lángidéző	-	-	5	2	-	-	Áldozz fel egy saját Entitást a Zenitből. Kapsz 4 ideiglenes Ignis Aurát erre a körre, és húzz 2 lapot.	sacrifice one allied Zenit entity; gain 4 temporary Ignis aura this turn and draw 2 cards	zenit, deck	blank	blank	own_zenit_entity	sacrifice, resource_gain, draw	until_turn_end	target_must_be_allied_entity_in_zenit	Egy saját Zenit-entitást feláldozol, 4 ideiglenes Ignis Aurát kapsz erre a körre, és 2 lapot húzol.	osszetett_egyedi	Többhatású spell: áldozás + ideiglenes erőforrás + húzás.
Megperzselt Föld	Rituálé	Ignis	Lángidéző	-	-	5	6	-	-	Semmisíts meg minden Entitást a Domíniumon, amelynek a Magnitúdója 3 vagy annál kisebb.	destroy all entities on board with magnitude 3 or less	dominium	blank	blank	own_entities, enemy_entities	destroy	instant	target_entities_with_magnitude_lte_3_on_board	A Domínium minden 3-as vagy kisebb Magnitúdójú entitása megsemmisül.	elso_koros_gepi_ertelmezes	Tömeges megsemmisítés Magnitúdó-alapú szűréssel.
Elementális Ébredés	Rituálé	Ignis	Lángidéző	-	-	3	2	-	-	Húzz 1 lapot minden saját Elementál Entitásod után a Domíniumon. (A Hard Limit értelmében maximum 3 lapot húzhatsz így).	draw 1 card for each allied Elementál on board, up to 3	dominium, deck	blank	blank	self	draw	instant	count_allied_elemental_entities_max_3	Saját Elementáljaid száma alapján húzol lapot, legfeljebb 3-at.	elso_koros_gepi_ertelmezes	Skálázódó húzás törzsi szűréssel és felső limittel.
